ID_KEL;Nama_provinsi;nama_kota;nama_kecamatan;nama_kelurahan;POSITIF;Dirawat;Sembuh;Meninggal;Self Isolation;Keterangan
3173081004;DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;SRENGSENG;3869;7;3772;66;24;
3174091002;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;5215;5;5118;81;11;
3173051003;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;SUKABUMI SELATAN;2164;1;2120;33;10;
3173051002;DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;SUKABUMI UTARA;2894;6;2815;45;28;
3172041002;DKI JAKARTA;JAKARTA UTARA;CILINCING;SUKAPURA;2870;4;2806;50;10;
3171031007;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SUMUR BATU;2365;4;2312;44;5;
3172021004;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNGAI BAMBU;2177;1;2148;26;2;
3172021006;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;5904;10;5751;111;32;
3172021002;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;6123;6;5990;101;26;
3175091004;DKI JAKARTA;JAKARTA TIMUR;CIRACAS;SUSUKAN;3307;0;3230;69;8;
3173031001;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;TAMAN SARI;1424;8;1384;22;10;
3173041001;DKI JAKARTA;JAKARTA BARAT;TAMBORA;TAMBORA;812;4;773;22;13;
3173041004;DKI JAKARTA;JAKARTA BARAT;TAMBORA;TANAH SEREAL;2031;10;1945;23;53;
3171081004;DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;TANAH TINGGI;2126;4;2064;42;16;
3173031004;DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;TANGKI;1166;4;1138;19;5;
3174091005;DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;TANJUNG BARAT;3234;7;3154;56;17;
3173021005;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TANJUNG DUREN SELATAN;2849;11;2765;47;26;
3173021002;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TANJUNG DUREN UTARA;2050;14;1996;33;7;
3172021001;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;TANJUNG PRIOK;2483;5;2423;48;7;
3174011002;DKI JAKARTA;JAKARTA SELATAN;TEBET;TEBET BARAT;2971;1;2915;38;17;
3174011001;DKI JAKARTA;JAKARTA SELATAN;TEBET;TEBET TIMUR;2087;5;2023;35;24;
3173061003;DKI JAKARTA;JAKARTA BARAT;KALI DERES;TEGAL ALUR;4566;1;4473;80;12;
3174031004;DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;2478;4;2419;43;12;
3173021003;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TOMANG;2505;11;2450;36;8;
3172031005;DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU SELATAN;2376;4;2332;38;2;
3172031002;DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU UTARA;4421;6;4315;94;6;
3175061006;DKI JAKARTA;JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;1806;1;1773;28;4;
3174101005;DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;3228;2;3157;55;14;
3175011006;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU SELATAN;3674;7;3580;72;15;
3175011002;DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU UTARA;2328;3;2255;60;10;
3171031008;DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;UTAN PANJANG;1985;4;1933;36;12;
3172021007;DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;WARAKAS;3004;5;2945;44;10;
3173021007;DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;WIJAYA KUSUMA;2889;4;2824;48;13;
