bulan,tahun,kota_kabupaten,kecamatan,kelurahan,jenis_kelamin,jumlah
April,2021,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Laki-Laki,13
April,2021,JAKARTA PUSAT,MENTENG,CIKINI,Laki-Laki,6
April,2021,JAKARTA PUSAT,MENTENG,GONDANGDIA,Laki-Laki,3
April,2021,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Laki-Laki,10
April,2021,JAKARTA PUSAT,TANAH ABANG,GELORA,Laki-Laki,1
April,2021,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Laki-Laki,11
April,2021,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Laki-Laki,11
April,2021,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Laki-Laki,21
April,2021,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Laki-Laki,21
April,2021,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Laki-Laki,12
April,2021,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Laki-Laki,4
April,2021,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Laki-Laki,27
April,2021,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Laki-Laki,9
April,2021,JAKARTA PUSAT,JOHAR BARU,GALUR,Laki-Laki,2
April,2021,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Laki-Laki,10
April,2021,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Laki-Laki,64
April,2021,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Laki-Laki,22
April,2021,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Laki-Laki,37
April,2021,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Laki-Laki,34
April,2021,JAKARTA UTARA,PENJARINGAN,PLUIT,Laki-Laki,28
April,2021,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Laki-Laki,24
April,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-Laki,44
April,2021,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-Laki,18
April,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-Laki,22
April,2021,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-Laki,37
April,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-Laki,31
April,2021,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-Laki,18
April,2021,JAKARTA UTARA,KOJA,KOJA,Laki-Laki,14
April,2021,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-Laki,35
April,2021,JAKARTA UTARA,KOJA,LAGOA,Laki-Laki,28
April,2021,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-Laki,11
April,2021,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-Laki,36
April,2021,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-Laki,25
April,2021,JAKARTA UTARA,CILINCING,CILINCING,Laki-Laki,36
April,2021,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-Laki,43
April,2021,JAKARTA UTARA,CILINCING,MARUNDA,Laki-Laki,19
April,2021,JAKARTA UTARA,CILINCING,KALIBARU,Laki-Laki,40
April,2021,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-Laki,24
April,2021,JAKARTA UTARA,CILINCING,ROROTAN,Laki-Laki,35
April,2021,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-Laki,33
April,2021,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-Laki,33
April,2021,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-Laki,28
April,2021,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-Laki,24
April,2021,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-Laki,4
April,2021,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-Laki,28
April,2021,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-Laki,26
April,2021,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-Laki,28
April,2021,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-Laki,70
April,2021,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-Laki,42
April,2021,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-Laki,33
April,2021,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-Laki,71
April,2021,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-Laki,66
April,2021,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-Laki,8
April,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-Laki,5
April,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-Laki,14
April,2021,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-Laki,11
April,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-Laki,24
April,2021,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-Laki,23
April,2021,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-Laki,20
April,2021,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-Laki,5
April,2021,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-Laki,11
April,2021,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-Laki,10
April,2021,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-Laki,1
April,2021,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-Laki,1
April,2021,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-Laki,12
April,2021,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-Laki,3
April,2021,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-Laki,3
April,2021,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-Laki,6
April,2021,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-Laki,11
April,2021,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-Laki,7
April,2021,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-Laki,11
April,2021,JAKARTA BARAT,TAMBORA,KRENDANG,Laki-Laki,7
April,2021,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-Laki,18
April,2021,JAKARTA BARAT,TAMBORA,ANGKE,Laki-Laki,17
April,2021,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-Laki,12
April,2021,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-Laki,5
April,2021,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-Laki,1
April,2021,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-Laki,7
April,2021,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-Laki,27
April,2021,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-Laki,20
April,2021,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-Laki,16
April,2021,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-Laki,13
April,2021,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-Laki,30
April,2021,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-Laki,28
April,2021,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-Laki,18
April,2021,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-Laki,61
April,2021,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-Laki,54
April,2021,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-Laki,60
April,2021,JAKARTA BARAT,KALI DERES,KAMAL,Laki-Laki,39
April,2021,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-Laki,55
April,2021,JAKARTA BARAT,PAL MERAH,PALMERAH,Laki-Laki,24
April,2021,JAKARTA BARAT,PAL MERAH,SLIPI,Laki-Laki,7
April,2021,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Laki-Laki,19
April,2021,JAKARTA BARAT,PAL MERAH,JATIPULO,Laki-Laki,10
April,2021,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Laki-Laki,10
April,2021,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Laki-Laki,9
April,2021,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-Laki,33
April,2021,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-Laki,23
April,2021,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-Laki,19
April,2021,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-Laki,29
April,2021,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-Laki,42
April,2021,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-Laki,20
April,2021,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-Laki,15
April,2021,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-Laki,13
April,2021,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-Laki,13
April,2021,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-Laki,8
April,2021,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-Laki,17
April,2021,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-Laki,9
April,2021,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-Laki,17
April,2021,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-Laki,10
April,2021,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-Laki,1
April,2021,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-Laki,5
April,2021,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-Laki,8
April,2021,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-Laki,20
April,2021,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-Laki,18
April,2021,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-Laki,5
April,2021,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-Laki,4
April,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-Laki,8
April,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-Laki,9
April,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-Laki,21
April,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-Laki,12
April,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-Laki,6
April,2021,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-Laki,22
April,2021,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-Laki,18
April,2021,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-Laki,45
April,2021,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-Laki,35
April,2021,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-Laki,45
April,2021,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-Laki,26
April,2021,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-Laki,30
April,2021,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-Laki,31
April,2021,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-Laki,39
April,2021,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-Laki,26
April,2021,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-Laki,20
April,2021,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-Laki,14
April,2021,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-Laki,24
April,2021,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-Laki,29
April,2021,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-Laki,22
April,2021,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-Laki,30
April,2021,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-Laki,7
April,2021,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-Laki,7
April,2021,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-Laki,3
April,2021,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Laki-Laki,9
April,2021,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Laki-Laki,6
April,2021,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Laki-Laki,1
April,2021,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Laki-Laki,1
April,2021,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Laki-Laki,2
April,2021,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Laki-Laki,8
April,2021,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Laki-Laki,4
April,2021,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Laki-Laki,22
April,2021,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Laki-Laki,19
April,2021,JAKARTA SELATAN,PANCORAN,PANCORAN,Laki-Laki,1
April,2021,JAKARTA SELATAN,PANCORAN,KALIBATA,Laki-Laki,31
April,2021,JAKARTA SELATAN,PANCORAN,RAWAJATI,Laki-Laki,22
April,2021,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Laki-Laki,15
April,2021,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Laki-Laki,15
April,2021,JAKARTA SELATAN,PANCORAN,CIKOKO,Laki-Laki,8
April,2021,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Laki-Laki,43
April,2021,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-Laki,41
April,2021,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-Laki,28
April,2021,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-Laki,24
April,2021,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-Laki,15
April,2021,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-Laki,24
April,2021,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-Laki,11
April,2021,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-Laki,31
April,2021,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-Laki,27
April,2021,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-Laki,37
April,2021,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-Laki,28
April,2021,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-Laki,10
April,2021,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-Laki,18
April,2021,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-Laki,8
April,2021,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Laki-Laki,11
April,2021,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-Laki,14
April,2021,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-Laki,9
April,2021,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Laki-Laki,22
April,2021,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Laki-Laki,18
April,2021,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Laki-Laki,9
April,2021,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Laki-Laki,12
April,2021,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Laki-Laki,16
April,2021,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Laki-Laki,24
April,2021,JAKARTA TIMUR,PULO GADUNG,JATI,Laki-Laki,13
April,2021,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-Laki,9
April,2021,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-Laki,27
April,2021,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-Laki,3
April,2021,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-Laki,4
April,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-Laki,9
April,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-Laki,27
April,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-Laki,27
April,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-Laki,31
April,2021,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Laki-Laki,34
April,2021,JAKARTA TIMUR,KRAMATJATI,TENGAH,Laki-Laki,24
April,2021,JAKARTA TIMUR,KRAMATJATI,DUKUH,Laki-Laki,13
April,2021,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Laki-Laki,21
April,2021,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Laki-Laki,30
April,2021,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Laki-Laki,31
April,2021,JAKARTA TIMUR,KRAMATJATI,CAWANG,Laki-Laki,23
April,2021,JAKARTA TIMUR,PASAR REBO,GEDONG,Laki-Laki,31
April,2021,JAKARTA TIMUR,PASAR REBO,BARU,Laki-Laki,20
April,2021,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Laki-Laki,37
April,2021,JAKARTA TIMUR,PASAR REBO,KALISARI,Laki-Laki,28
April,2021,JAKARTA TIMUR,PASAR REBO,PEKAYON,Laki-Laki,53
April,2021,JAKARTA TIMUR,CAKUNG,JATINEGARA,Laki-Laki,39
April,2021,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Laki-Laki,22
April,2021,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Laki-Laki,70
April,2021,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Laki-Laki,65
April,2021,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Laki-Laki,73
April,2021,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Laki-Laki,25
April,2021,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Laki-Laki,49
April,2021,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Laki-Laki,25
April,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Laki-Laki,26
April,2021,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Laki-Laki,50
April,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Laki-Laki,62
April,2021,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Laki-Laki,17
April,2021,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Laki-Laki,16
April,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Laki-Laki,26
April,2021,JAKARTA TIMUR,MAKASAR,MAKASAR,Laki-Laki,21
April,2021,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Laki-Laki,34
April,2021,JAKARTA TIMUR,MAKASAR,KEBON PALA,Laki-Laki,35
April,2021,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Laki-Laki,32
April,2021,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Laki-Laki,29
April,2021,JAKARTA TIMUR,CIRACAS,CIRACAS,Laki-Laki,55
April,2021,JAKARTA TIMUR,CIRACAS,CIBUBUR,Laki-Laki,36
April,2021,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Laki-Laki,39
April,2021,JAKARTA TIMUR,CIRACAS,SUSUKAN,Laki-Laki,20
April,2021,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Laki-Laki,34
April,2021,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Laki-Laki,16
April,2021,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Laki-Laki,23
April,2021,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Laki-Laki,30
April,2021,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Laki-Laki,15
April,2021,JAKARTA TIMUR,CIPAYUNG,SETU,Laki-Laki,20
April,2021,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Laki-Laki,17
April,2021,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Laki-Laki,47
April,2021,JAKARTA TIMUR,CIPAYUNG,CEGER,Laki-Laki,9
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Perempuan,2
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Perempuan,7
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Perempuan,4
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Perempuan,3
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Perempuan,1
April,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Perempuan,4
April,2021,JAKARTA PUSAT,GAMBIR,GAMBIR,Perempuan,5
April,2021,JAKARTA PUSAT,GAMBIR,CIDENG,Perempuan,10
April,2021,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Perempuan,13
April,2021,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Perempuan,29
April,2021,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Perempuan,5
April,2021,JAKARTA PUSAT,GAMBIR,DURI PULO,Perempuan,15
April,2021,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Perempuan,8
April,2021,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Perempuan,7
April,2021,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Perempuan,7
April,2021,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Perempuan,11
April,2021,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Perempuan,16
April,2021,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Perempuan,11
April,2021,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Perempuan,24
April,2021,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Perempuan,12
April,2021,JAKARTA PUSAT,KEMAYORAN,SERDANG,Perempuan,20
April,2021,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Perempuan,2
April,2021,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Perempuan,17
April,2021,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Perempuan,16
April,2021,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Perempuan,13
April,2021,JAKARTA PUSAT,S E N E N,SENEN,Perempuan,11
April,2021,JAKARTA PUSAT,S E N E N,KENARI,Perempuan,10
April,2021,JAKARTA PUSAT,S E N E N,PASEBAN,Perempuan,20
April,2021,JAKARTA PUSAT,S E N E N,KRAMAT,Perempuan,27
April,2021,JAKARTA PUSAT,S E N E N,KWITANG,Perempuan,12
April,2021,JAKARTA PUSAT,S E N E N,BUNGUR,Perempuan,15
April,2021,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Perempuan,14
April,2021,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Perempuan,16
April,2021,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Perempuan,21
April,2021,JAKARTA PUSAT,MENTENG,MENTENG,Perempuan,13
April,2021,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Perempuan,21
April,2021,JAKARTA PUSAT,MENTENG,CIKINI,Perempuan,3
April,2021,JAKARTA PUSAT,MENTENG,GONDANGDIA,Perempuan,1
April,2021,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Perempuan,7
April,2021,JAKARTA PUSAT,TANAH ABANG,GELORA,Perempuan,0
April,2021,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Perempuan,13
April,2021,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Perempuan,8
April,2021,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Perempuan,12
April,2021,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Perempuan,32
April,2021,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Perempuan,26
April,2021,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Perempuan,3
April,2021,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Perempuan,27
April,2021,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Perempuan,13
April,2021,JAKARTA PUSAT,JOHAR BARU,GALUR,Perempuan,2
April,2021,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Perempuan,12
April,2021,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Perempuan,48
April,2021,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Perempuan,17
April,2021,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Perempuan,38
April,2021,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Perempuan,46
April,2021,JAKARTA UTARA,PENJARINGAN,PLUIT,Perempuan,29
April,2021,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Perempuan,32
April,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Perempuan,39
April,2021,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Perempuan,23
April,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Perempuan,29
April,2021,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Perempuan,31
April,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Perempuan,36
April,2021,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Perempuan,23
April,2021,JAKARTA UTARA,KOJA,KOJA,Perempuan,11
April,2021,JAKARTA UTARA,KOJA,TUGU UTARA,Perempuan,25
April,2021,JAKARTA UTARA,KOJA,LAGOA,Perempuan,32
April,2021,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Perempuan,16
April,2021,JAKARTA UTARA,KOJA,TUGU SELATAN,Perempuan,28
April,2021,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Perempuan,20
April,2021,JAKARTA UTARA,CILINCING,CILINCING,Perempuan,35
April,2021,JAKARTA UTARA,CILINCING,SUKAPURA,Perempuan,44
April,2021,JAKARTA UTARA,CILINCING,MARUNDA,Perempuan,22
April,2021,JAKARTA UTARA,CILINCING,KALIBARU,Perempuan,37
April,2021,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Perempuan,18
April,2021,JAKARTA UTARA,CILINCING,ROROTAN,Perempuan,27
April,2021,JAKARTA UTARA,CILINCING,SEMPER BARAT,Perempuan,36
April,2021,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Perempuan,39
April,2021,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Perempuan,34
April,2021,JAKARTA UTARA,PADEMANGAN,ANCOL,Perempuan,22
April,2021,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Perempuan,10
April,2021,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Perempuan,36
