bulan,tahun,kota_kabupaten,kecamatan,kelurahan,jenis_kelamin,jumlah
Februari,2021,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,74
Februari,2021,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,13
Februari,2021,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,106
Februari,2021,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,67
Februari,2021,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,83
Februari,2021,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,27
Februari,2021,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,20
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,38
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,44
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,43
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,54
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,23
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,9
Februari,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,29
Februari,2021,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,29
Februari,2021,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Perempuan,24
Februari,2021,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,25
Februari,2021,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,22
Februari,2021,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,36
Februari,2021,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,58
Februari,2021,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,55
Februari,2021,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,43
Februari,2021,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,32
Februari,2021,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,15
Februari,2021,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,11
Februari,2021,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,29
Februari,2021,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,17
Februari,2021,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,10
Februari,2021,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,22
Februari,2021,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,17
Februari,2021,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,45
Februari,2021,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,5
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Laki-Laki,5
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Laki-Laki,1
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Laki-Laki,1
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Laki-Laki,2
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Laki-Laki,0
Maret,2021,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Laki-Laki,1
Maret,2021,JAKARTA PUSAT,GAMBIR,GAMBIR,Laki-Laki,4
Maret,2021,JAKARTA PUSAT,GAMBIR,CIDENG,Laki-Laki,8
Maret,2021,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Laki-Laki,8
Maret,2021,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Laki-Laki,17
Maret,2021,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Laki-Laki,1
Maret,2021,JAKARTA PUSAT,GAMBIR,DURI PULO,Laki-Laki,6
Maret,2021,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Laki-Laki,7
Maret,2021,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Laki-Laki,9
Maret,2021,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Laki-Laki,5
Maret,2021,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Laki-Laki,10
Maret,2021,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Laki-Laki,17
Maret,2021,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Laki-Laki,15
Maret,2021,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Laki-Laki,22
Maret,2021,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Laki-Laki,13
Maret,2021,JAKARTA PUSAT,KEMAYORAN,SERDANG,Laki-Laki,12
Maret,2021,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Laki-Laki,14
Maret,2021,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Laki-Laki,25
Maret,2021,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Laki-Laki,16
Maret,2021,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Laki-Laki,11
Maret,2021,JAKARTA PUSAT,S E N E N,SENEN,Laki-Laki,6
Maret,2021,JAKARTA PUSAT,S E N E N,KENARI,Laki-Laki,3
Maret,2021,JAKARTA PUSAT,S E N E N,PASEBAN,Laki-Laki,15
Maret,2021,JAKARTA PUSAT,S E N E N,KRAMAT,Laki-Laki,19
Maret,2021,JAKARTA PUSAT,S E N E N,KWITANG,Laki-Laki,2
Maret,2021,JAKARTA PUSAT,S E N E N,BUNGUR,Laki-Laki,10
Maret,2021,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Laki-Laki,10
Maret,2021,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Laki-Laki,22
Maret,2021,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Laki-Laki,30
Maret,2021,JAKARTA PUSAT,MENTENG,MENTENG,Laki-Laki,13
Maret,2021,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Laki-Laki,13
Maret,2021,JAKARTA PUSAT,MENTENG,CIKINI,Laki-Laki,5
Maret,2021,JAKARTA PUSAT,MENTENG,GONDANGDIA,Laki-Laki,3
Maret,2021,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Laki-Laki,4
Maret,2021,JAKARTA PUSAT,TANAH ABANG,GELORA,Laki-Laki,4
Maret,2021,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Laki-Laki,13
Maret,2021,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Laki-Laki,23
Maret,2021,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Laki-Laki,30
Maret,2021,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Laki-Laki,18
Maret,2021,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Laki-Laki,20
Maret,2021,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Laki-Laki,7
Maret,2021,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Laki-Laki,19
Maret,2021,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Laki-Laki,6
Maret,2021,JAKARTA PUSAT,JOHAR BARU,GALUR,Laki-Laki,4
Maret,2021,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Laki-Laki,14
Maret,2021,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Laki-Laki,60
Maret,2021,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Laki-Laki,15
Maret,2021,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Laki-Laki,24
Maret,2021,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Laki-Laki,37
Maret,2021,JAKARTA UTARA,PENJARINGAN,PLUIT,Laki-Laki,46
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Laki-Laki,30
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-Laki,36
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-Laki,28
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-Laki,18
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-Laki,27
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-Laki,50
Maret,2021,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-Laki,22
Maret,2021,JAKARTA UTARA,KOJA,KOJA,Laki-Laki,19
Maret,2021,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-Laki,44
Maret,2021,JAKARTA UTARA,KOJA,LAGOA,Laki-Laki,31
Maret,2021,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-Laki,20
Maret,2021,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-Laki,33
Maret,2021,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-Laki,14
Maret,2021,JAKARTA UTARA,CILINCING,CILINCING,Laki-Laki,29
Maret,2021,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-Laki,58
Maret,2021,JAKARTA UTARA,CILINCING,MARUNDA,Laki-Laki,23
Maret,2021,JAKARTA UTARA,CILINCING,KALIBARU,Laki-Laki,53
Maret,2021,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-Laki,28
Maret,2021,JAKARTA UTARA,CILINCING,ROROTAN,Laki-Laki,44
Maret,2021,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-Laki,43
Maret,2021,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-Laki,19
Maret,2021,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-Laki,37
Maret,2021,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-Laki,14
Maret,2021,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-Laki,16
Maret,2021,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-Laki,34
Maret,2021,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-Laki,31
Maret,2021,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-Laki,31
Maret,2021,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-Laki,92
Maret,2021,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-Laki,49
Maret,2021,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-Laki,13
Maret,2021,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-Laki,83
Maret,2021,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-Laki,58
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-Laki,15
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-Laki,10
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-Laki,7
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-Laki,13
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-Laki,31
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-Laki,21
Maret,2021,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-Laki,28
Maret,2021,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-Laki,7
Maret,2021,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-Laki,11
Maret,2021,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-Laki,10
Maret,2021,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-Laki,4
Maret,2021,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-Laki,5
Maret,2021,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-Laki,15
Maret,2021,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-Laki,4
Maret,2021,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-Laki,5
Maret,2021,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-Laki,2
Maret,2021,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-Laki,13
Maret,2021,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-Laki,9
Maret,2021,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-Laki,14
Maret,2021,JAKARTA BARAT,TAMBORA,KRENDANG,Laki-Laki,9
Maret,2021,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-Laki,22
Maret,2021,JAKARTA BARAT,TAMBORA,ANGKE,Laki-Laki,12
Maret,2021,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-Laki,16
Maret,2021,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-Laki,9
Maret,2021,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-Laki,3
Maret,2021,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-Laki,5
Maret,2021,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-Laki,38
Maret,2021,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-Laki,19
Maret,2021,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-Laki,18
Maret,2021,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-Laki,14
Maret,2021,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-Laki,37
Maret,2021,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-Laki,24
Maret,2021,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-Laki,22
Maret,2021,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-Laki,68
Maret,2021,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-Laki,64
Maret,2021,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-Laki,66
Maret,2021,JAKARTA BARAT,KALI DERES,KAMAL,Laki-Laki,45
Maret,2021,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-Laki,61
Maret,2021,JAKARTA BARAT,PAL MERAH,PALMERAH,Laki-Laki,41
Maret,2021,JAKARTA BARAT,PAL MERAH,SLIPI,Laki-Laki,15
Maret,2021,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Laki-Laki,11
Maret,2021,JAKARTA BARAT,PAL MERAH,JATIPULO,Laki-Laki,10
Maret,2021,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Laki-Laki,22
Maret,2021,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Laki-Laki,9
Maret,2021,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-Laki,26
Maret,2021,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-Laki,42
Maret,2021,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-Laki,27
Maret,2021,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-Laki,30
Maret,2021,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-Laki,23
Maret,2021,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-Laki,3
Maret,2021,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-Laki,12
Maret,2021,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-Laki,17
Maret,2021,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-Laki,13
Maret,2021,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-Laki,9
Maret,2021,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-Laki,24
Maret,2021,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-Laki,11
Maret,2021,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-Laki,19
Maret,2021,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-Laki,0
Maret,2021,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-Laki,3
Maret,2021,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-Laki,6
Maret,2021,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-Laki,8
Maret,2021,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-Laki,32
Maret,2021,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-Laki,18
Maret,2021,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-Laki,1
Maret,2021,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-Laki,3
Maret,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-Laki,7
Maret,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-Laki,12
Maret,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-Laki,24
Maret,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-Laki,15
Maret,2021,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-Laki,2
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-Laki,11
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-Laki,19
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-Laki,37
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-Laki,32
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-Laki,44
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-Laki,22
Maret,2021,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-Laki,22
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-Laki,31
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-Laki,27
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-Laki,17
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-Laki,17
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-Laki,22
Maret,2021,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-Laki,30
Maret,2021,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-Laki,32
Maret,2021,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-Laki,29
Maret,2021,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-Laki,24
Maret,2021,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-Laki,11
Maret,2021,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-Laki,10
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-Laki,1
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Laki-Laki,9
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Laki-Laki,10
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Laki-Laki,1
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Laki-Laki,2
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Laki-Laki,4
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Laki-Laki,2
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Laki-Laki,8
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Laki-Laki,18
Maret,2021,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Laki-Laki,15
Maret,2021,JAKARTA SELATAN,PANCORAN,PANCORAN,Laki-Laki,14
Maret,2021,JAKARTA SELATAN,PANCORAN,KALIBATA,Laki-Laki,27
Maret,2021,JAKARTA SELATAN,PANCORAN,RAWAJATI,Laki-Laki,28
Maret,2021,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Laki-Laki,13
Maret,2021,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Laki-Laki,11
Maret,2021,JAKARTA SELATAN,PANCORAN,CIKOKO,Laki-Laki,2
Maret,2021,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Laki-Laki,58
Maret,2021,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-Laki,41
Maret,2021,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-Laki,31
Maret,2021,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-Laki,41
Maret,2021,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-Laki,25
Maret,2021,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-Laki,27
Maret,2021,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-Laki,33
Maret,2021,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-Laki,36
Maret,2021,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-Laki,48
Maret,2021,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-Laki,23
Maret,2021,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-Laki,38
Maret,2021,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-Laki,8
Maret,2021,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-Laki,14
Maret,2021,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-Laki,18
Maret,2021,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Laki-Laki,14
Maret,2021,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-Laki,11
Maret,2021,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-Laki,16
Maret,2021,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Laki-Laki,26
Maret,2021,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Laki-Laki,32
Maret,2021,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Laki-Laki,31
Maret,2021,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Laki-Laki,16
Maret,2021,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Laki-Laki,39
Maret,2021,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Laki-Laki,39
Maret,2021,JAKARTA TIMUR,PULO GADUNG,JATI,Laki-Laki,21
Maret,2021,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-Laki,20
Maret,2021,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-Laki,13
Maret,2021,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-Laki,5
Maret,2021,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Laki-Laki,16
Maret,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Laki-Laki,14
Maret,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Laki-Laki,36
Maret,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Laki-Laki,27
Maret,2021,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Laki-Laki,17
Maret,2021,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Laki-Laki,26
Maret,2021,JAKARTA TIMUR,KRAMATJATI,TENGAH,Laki-Laki,31
Maret,2021,JAKARTA TIMUR,KRAMATJATI,DUKUH,Laki-Laki,15
Maret,2021,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Laki-Laki,53
Maret,2021,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Laki-Laki,25
Maret,2021,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Laki-Laki,27
Maret,2021,JAKARTA TIMUR,KRAMATJATI,CAWANG,Laki-Laki,35
Maret,2021,JAKARTA TIMUR,PASAR REBO,GEDONG,Laki-Laki,28
Maret,2021,JAKARTA TIMUR,PASAR REBO,BARU,Laki-Laki,40
Maret,2021,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Laki-Laki,43
Maret,2021,JAKARTA TIMUR,PASAR REBO,KALISARI,Laki-Laki,31
Maret,2021,JAKARTA TIMUR,PASAR REBO,PEKAYON,Laki-Laki,31
Maret,2021,JAKARTA TIMUR,CAKUNG,JATINEGARA,Laki-Laki,62
Maret,2021,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Laki-Laki,20
Maret,2021,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Laki-Laki,104
Maret,2021,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Laki-Laki,43
Maret,2021,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Laki-Laki,110
Maret,2021,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Laki-Laki,26
Maret,2021,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Laki-Laki,50
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Laki-Laki,35
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Laki-Laki,41
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Laki-Laki,48
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Laki-Laki,53
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Laki-Laki,12
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Laki-Laki,20
Maret,2021,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Laki-Laki,28
Maret,2021,JAKARTA TIMUR,MAKASAR,MAKASAR,Laki-Laki,24
Maret,2021,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Laki-Laki,26
Maret,2021,JAKARTA TIMUR,MAKASAR,KEBON PALA,Laki-Laki,40
Maret,2021,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Laki-Laki,24
Maret,2021,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Laki-Laki,27
Maret,2021,JAKARTA TIMUR,CIRACAS,CIRACAS,Laki-Laki,37
Maret,2021,JAKARTA TIMUR,CIRACAS,CIBUBUR,Laki-Laki,26
Maret,2021,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Laki-Laki,49
Maret,2021,JAKARTA TIMUR,CIRACAS,SUSUKAN,Laki-Laki,10
Maret,2021,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Laki-Laki,24
Maret,2021,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Laki-Laki,23
Maret,2021,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Laki-Laki,16
Maret,2021,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Laki-Laki,21
Maret,2021,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Laki-Laki,27
Maret,2021,JAKARTA TIMUR,CIPAYUNG,SETU,Laki-Laki,34
